Date,Close
5/12/1982 16:00:00,0.24
5/13/1982 16:00:00,0.24
5/14/1982 16:00:00,0.24
5/17/1982 16:00:00,0.24
5/18/1982 16:00:00,0.23
5/19/1982 16:00:00,0.23
5/20/1982 16:00:00,0.23
5/21/1982 16:00:00,0.23
5/24/1982 16:00:00,0.23
5/25/1982 16:00:00,0.23
5/26/1982 16:00:00,0.23
5/27/1982 16:00:00,0.23
5/28/1982 16:00:00,0.23
6/1/1982 16:00:00,0.23
6/2/1982 16:00:00,0.23
6/3/1982 16:00:00,0.23
6/4/1982 16:00:00,0.23
6/7/1982 16:00:00,0.23
6/8/1982 16:00:00,0.23
6/9/1982 16:00:00,0.23
6/10/1982 16:00:00,0.23
6/11/1982 16:00:00,0.23
6/14/1982 16:00:00,0.23
6/15/1982 16:00:00,0.23
6/16/1982 16:00:00,0.24
6/17/1982 16:00:00,0.24
6/18/1982 16:00:00,0.24
6/21/1982 16:00:00,0.24
6/22/1982 16:00:00,0.24
6/23/1982 16:00:00,0.24
6/24/1982 16:00:00,0.24
6/25/1982 16:00:00,0.24
6/28/1982 16:00:00,0.24
6/29/1982 16:00:00,0.24
6/30/1982 16:00:00,0.25
7/1/1982 16:00:00,0.25
7/2/1982 16:00:00,0.25
7/6/1982 16:00:00,0.25
7/7/1982 16:00:00,0.25
7/8/1982 16:00:00,0.25
7/9/1982 16:00:00,0.24
7/12/1982 16:00:00,0.25
7/13/1982 16:00:00,0.26
7/14/1982 16:00:00,0.27
7/15/1982 16:00:00,0.27
7/16/1982 16:00:00,0.28
7/19/1982 16:00:00,0.28
7/20/1982 16:00:00,0.27
7/21/1982 16:00:00,0.27
7/22/1982 16:00:00,0.27
7/23/1982 16:00:00,0.27
7/26/1982 16:00:00,0.27
7/27/1982 16:00:00,0.28
7/28/1982 16:00:00,0.28
7/29/1982 16:00:00,0.27
7/30/1982 16:00:00,0.27
8/2/1982 16:00:00,0.27
8/3/1982 16:00:00,0.27
8/4/1982 16:00:00,0.27
8/5/1982 16:00:00,0.27
8/6/1982 16:00:00,0.27
8/9/1982 16:00:00,0.26
8/10/1982 16:00:00,0.26
8/11/1982 16:00:00,0.26
8/12/1982 16:00:00,0.25
8/13/1982 16:00:00,0.25
8/16/1982 16:00:00,0.25
8/17/1982 16:00:00,0.26
8/18/1982 16:00:00,0.27
8/19/1982 16:00:00,0.28
8/20/1982 16:00:00,0.3
8/23/1982 16:00:00,0.3
8/24/1982 16:00:00,0.3
8/25/1982 16:00:00,0.31
8/26/1982 16:00:00,0.31
8/27/1982 16:00:00,0.31
8/30/1982 16:00:00,0.31
8/31/1982 16:00:00,0.31
9/1/1982 16:00:00,0.31
9/2/1982 16:00:00,0.31
9/3/1982 16:00:00,0.32
9/7/1982 16:00:00,0.32
9/8/1982 16:00:00,0.33
9/9/1982 16:00:00,0.33
9/10/1982 16:00:00,0.33
9/13/1982 16:00:00,0.35
9/14/1982 16:00:00,0.35
9/15/1982 16:00:00,0.35
9/16/1982 16:00:00,0.34
9/17/1982 16:00:00,0.33
9/20/1982 16:00:00,0.33
9/21/1982 16:00:00,0.36
9/22/1982 16:00:00,0.36
9/23/1982 16:00:00,0.35
9/24/1982 16:00:00,0.36
9/27/1982 16:00:00,0.36
9/28/1982 16:00:00,0.37
9/29/1982 16:00:00,0.36
9/30/1982 16:00:00,0.36
10/1/1982 16:00:00,0.36
10/4/1982 16:00:00,0.35
10/5/1982 16:00:00,0.34
10/6/1982 16:00:00,0.34
10/7/1982 16:00:00,0.36
10/8/1982 16:00:00,0.38
10/11/1982 16:00:00,0.38
10/12/1982 16:00:00,0.37
10/13/1982 16:00:00,0.38
10/14/1982 16:00:00,0.37
10/15/1982 16:00:00,0.37
10/18/1982 16:00:00,0.38
10/19/1982 16:00:00,0.36
10/20/1982 16:00:00,0.36
10/21/1982 16:00:00,0.36
10/22/1982 16:00:00,0.36
10/25/1982 16:00:00,0.36
10/26/1982 16:00:00,0.37
10/27/1982 16:00:00,0.37
10/28/1982 16:00:00,0.37
10/29/1982 16:00:00,0.37
11/1/1982 16:00:00,0.37
11/2/1982 16:00:00,0.38
11/3/1982 16:00:00,0.39
11/4/1982 16:00:00,0.39
11/5/1982 16:00:00,0.39
11/8/1982 16:00:00,0.4
11/9/1982 16:00:00,0.4
11/10/1982 16:00:00,0.42
11/11/1982 16:00:00,0.4
11/12/1982 16:00:00,0.38
11/15/1982 16:00:00,0.36
11/16/1982 16:00:00,0.35
11/17/1982 16:00:00,0.36
11/18/1982 16:00:00,0.36
11/19/1982 16:00:00,0.37
11/22/1982 16:00:00,0.36
11/23/1982 16:00:00,0.37
11/24/1982 16:00:00,0.37
11/26/1982 16:00:00,0.38
11/29/1982 16:00:00,0.39
11/30/1982 16:00:00,0.41
12/1/1982 16:00:00,0.42
12/2/1982 16:00:00,0.42
12/3/1982 16:00:00,0.42
12/6/1982 16:00:00,0.43
12/7/1982 16:00:00,0.43
12/8/1982 16:00:00,0.43
12/9/1982 16:00:00,0.42
12/10/1982 16:00:00,0.42
12/13/1982 16:00:00,0.41
12/14/1982 16:00:00,0.4
12/15/1982 16:00:00,0.38
12/16/1982 16:00:00,0.38
12/17/1982 16:00:00,0.38
12/20/1982 16:00:00,0.38
12/21/1982 16:00:00,0.38
12/22/1982 16:00:00,0.38
12/23/1982 16:00:00,0.39
12/27/1982 16:00:00,0.38
12/28/1982 16:00:00,0.37
12/29/1982 16:00:00,0.37
12/30/1982 16:00:00,0.37
12/31/1982 16:00:00,0.35
1/3/1983 16:00:00,0.34
1/4/1983 16:00:00,0.34
1/5/1983 16:00:00,0.34
1/6/1983 16:00:00,0.36
1/7/1983 16:00:00,0.33
1/10/1983 16:00:00,0.31
1/11/1983 16:00:00,0.3
1/12/1983 16:00:00,0.33
1/13/1983 16:00:00,0.34
1/14/1983 16:00:00,0.34
1/17/1983 16:00:00,0.33
1/18/1983 16:00:00,0.32
1/19/1983 16:00:00,0.32
1/20/1983 16:00:00,0.34
1/21/1983 16:00:00,0.33
1/24/1983 16:00:00,0.32
1/25/1983 16:00:00,0.32
1/26/1983 16:00:00,0.32
1/27/1983 16:00:00,0.31
1/28/1983 16:00:00,0.31
1/31/1983 16:00:00,0.31
2/1/1983 16:00:00,0.31
2/2/1983 16:00:00,0.3
2/3/1983 16:00:00,0.3
2/4/1983 16:00:00,0.31
2/7/1983 16:00:00,0.31
2/8/1983 16:00:00,0.31
2/9/1983 16:00:00,0.31
2/10/1983 16:00:00,0.32
2/11/1983 16:00:00,0.34
2/14/1983 16:00:00,0.36
2/15/1983 16:00:00,0.36
2/16/1983 16:00:00,0.35
2/17/1983 16:00:00,0.36
2/18/1983 16:00:00,0.36
2/22/1983 16:00:00,0.35
2/23/1983 16:00:00,0.36
2/24/1983 16:00:00,0.3
2/25/1983 16:00:00,0.27
2/28/1983 16:00:00,0.28
3/1/1983 16:00:00,0.28
3/2/1983 16:00:00,0.27
3/3/1983 16:00:00,0.26
3/4/1983 16:00:00,0.25
3/7/1983 16:00:00,0.25
3/8/1983 16:00:00,0.24
3/9/1983 16:00:00,0.25
3/10/1983 16:00:00,0.26
3/11/1983 16:00:00,0.25
3/14/1983 16:00:00,0.25
3/15/1983 16:00:00,0.25
3/16/1983 16:00:00,0.25
3/17/1983 16:00:00,0.25
3/18/1983 16:00:00,0.24
3/21/1983 16:00:00,0.25
3/22/1983 16:00:00,0.25
3/23/1983 16:00:00,0.25
3/24/1983 16:00:00,0.25
3/25/1983 16:00:00,0.25
3/28/1983 16:00:00,0.25
3/29/1983 16:00:00,0.25
3/30/1983 16:00:00,0.25
3/31/1983 16:00:00,0.26
4/4/1983 16:00:00,0.26
4/5/1983 16:00:00,0.26
4/6/1983 16:00:00,0.26
4/7/1983 16:00:00,0.26
4/8/1983 16:00:00,0.26
4/11/1983 16:00:00,0.25
4/12/1983 16:00:00,0.25
4/13/1983 16:00:00,0.25
4/14/1983 16:00:00,0.25
4/15/1983 16:00:00,0.26
4/18/1983 16:00:00,0.26
4/19/1983 16:00:00,0.26
4/20/1983 16:00:00,0.26
4/21/1983 16:00:00,0.27
4/22/1983 16:00:00,0.28
4/25/1983 16:00:00,0.29
4/26/1983 16:00:00,0.32
4/27/1983 16:00:00,0.31
4/28/1983 16:00:00,0.3
4/29/1983 16:00:00,0.31
5/2/1983 16:00:00,0.31
5/3/1983 16:00:00,0.3
5/4/1983 16:00:00,0.31
5/5/1983 16:00:00,0.31
5/6/1983 16:00:00,0.3
5/9/1983 16:00:00,0.31
5/10/1983 16:00:00,0.3
5/11/1983 16:00:00,0.29
5/12/1983 16:00:00,0.3
5/13/1983 16:00:00,0.3
5/16/1983 16:00:00,0.29
5/17/1983 16:00:00,0.29
5/18/1983 16:00:00,0.3
5/19/1983 16:00:00,0.31
5/20/1983 16:00:00,0.31
5/23/1983 16:00:00,0.31
5/24/1983 16:00:00,0.31
5/25/1983 16:00:00,0.31
5/26/1983 16:00:00,0.31
5/27/1983 16:00:00,0.31
5/31/1983 16:00:00,0.31
6/1/1983 16:00:00,0.31
6/2/1983 16:00:00,0.31
6/3/1983 16:00:00,0.31
6/6/1983 16:00:00,0.3
6/7/1983 16:00:00,0.3
6/8/1983 16:00:00,0.29
6/9/1983 16:00:00,0.29
6/10/1983 16:00:00,0.29
6/13/1983 16:00:00,0.29
6/14/1983 16:00:00,0.29
6/15/1983 16:00:00,0.28
6/16/1983 16:00:00,0.28
6/17/1983 16:00:00,0.28
6/20/1983 16:00:00,0.28
6/21/1983 16:00:00,0.28
6/22/1983 16:00:00,0.27
6/23/1983 16:00:00,0.27
6/24/1983 16:00:00,0.27
6/27/1983 16:00:00,0.27
6/28/1983 16:00:00,0.27
6/29/1983 16:00:00,0.27
6/30/1983 16:00:00,0.27
7/1/1983 16:00:00,0.27
7/5/1983 16:00:00,0.27
7/6/1983 16:00:00,0.27
7/7/1983 16:00:00,0.27
7/8/1983 16:00:00,0.26
7/11/1983 16:00:00,0.26
7/12/1983 16:00:00,0.26
7/13/1983 16:00:00,0.25
7/14/1983 16:00:00,0.26
7/15/1983 16:00:00,0.25
7/18/1983 16:00:00,0.25
7/19/1983 16:00:00,0.25
7/20/1983 16:00:00,0.27
7/21/1983 16:00:00,0.29
7/22/1983 16:00:00,0.29
7/25/1983 16:00:00,0.29
7/26/1983 16:00:00,0.29
7/27/1983 16:00:00,0.27
7/28/1983 16:00:00,0.26
7/29/1983 16:00:00,0.26
8/1/1983 16:00:00,0.26
8/2/1983 16:00:00,0.26
8/3/1983 16:00:00,0.27
8/4/1983 16:00:00,0.27
8/5/1983 16:00:00,0.27
8/8/1983 16:00:00,0.27
8/9/1983 16:00:00,0.26
8/10/1983 16:00:00,0.26
8/11/1983 16:00:00,0.26
8/12/1983 16:00:00,0.26
8/15/1983 16:00:00,0.28
8/16/1983 16:00:00,0.28
8/17/1983 16:00:00,0.28
8/18/1983 16:00:00,0.27
8/19/1983 16:00:00,0.27
8/22/1983 16:00:00,0.27
8/23/1983 16:00:00,0.27
8/24/1983 16:00:00,0.26
8/25/1983 16:00:00,0.26
8/26/1983 16:00:00,0.26
8/29/1983 16:00:00,0.26
8/30/1983 16:00:00,0.26
8/31/1983 16:00:00,0.27
9/1/1983 16:00:00,0.27
9/2/1983 16:00:00,0.27
9/6/1983 16:00:00,0.27
9/7/1983 16:00:00,0.27
9/8/1983 16:00:00,0.27
9/9/1983 16:00:00,0.27
9/12/1983 16:00:00,0.26
9/13/1983 16:00:00,0.25
9/14/1983 16:00:00,0.25
9/15/1983 16:00:00,0.25
9/16/1983 16:00:00,0.25
9/19/1983 16:00:00,0.27
9/20/1983 16:00:00,0.28
9/21/1983 16:00:00,0.28
9/22/1983 16:00:00,0.28
9/23/1983 16:00:00,0.28
9/26/1983 16:00:00,0.27
9/27/1983 16:00:00,0.27
9/28/1983 16:00:00,0.27
9/29/1983 16:00:00,0.26
9/30/1983 16:00:00,0.26
10/3/1983 16:00:00,0.26
10/4/1983 16:00:00,0.27
10/5/1983 16:00:00,0.28
10/6/1983 16:00:00,0.28
10/7/1983 16:00:00,0.28
10/10/1983 16:00:00,0.28
10/11/1983 16:00:00,0.28
10/12/1983 16:00:00,0.29
10/13/1983 16:00:00,0.29
10/14/1983 16:00:00,0.29
10/17/1983 16:00:00,0.29
10/18/1983 16:00:00,0.29
10/19/1983 16:00:00,0.28
10/20/1983 16:00:00,0.28
10/21/1983 16:00:00,0.28
10/24/1983 16:00:00,0.28
10/25/1983 16:00:00,0.29
10/26/1983 16:00:00,0.29
10/27/1983 16:00:00,0.29
10/28/1983 16:00:00,0.29
10/31/1983 16:00:00,0.29
11/1/1983 16:00:00,0.29
11/2/1983 16:00:00,0.29
11/3/1983 16:00:00,0.29
11/4/1983 16:00:00,0.29
11/7/1983 16:00:00,0.29
11/8/1983 16:00:00,0.28
11/9/1983 16:00:00,0.28
11/10/1983 16:00:00,0.28
11/11/1983 16:00:00,0.28
11/14/1983 16:00:00,0.28
11/15/1983 16:00:00,0.28
11/16/1983 16:00:00,0.29
11/17/1983 16:00:00,0.26
11/18/1983 16:00:00,0.26
11/21/1983 16:00:00,0.26
11/22/1983 16:00:00,0.25
11/23/1983 16:00:00,0.25
11/25/1983 16:00:00,0.24
11/28/1983 16:00:00,0.23
11/29/1983 16:00:00,0.24
11/30/1983 16:00:00,0.24
12/1/1983 16:00:00,0.24
12/2/1983 16:00:00,0.24
12/5/1983 16:00:00,0.23
12/6/1983 16:00:00,0.23
12/7/1983 16:00:00,0.23
12/8/1983 16:00:00,0.23
12/9/1983 16:00:00,0.23
12/12/1983 16:00:00,0.23
12/13/1983 16:00:00,0.24
12/14/1983 16:00:00,0.23
12/15/1983 16:00:00,0.24
12/16/1983 16:00:00,0.23
12/19/1983 16:00:00,0.23
12/20/1983 16:00:00,0.23
12/21/1983 16:00:00,0.23
12/22/1983 16:00:00,0.23
12/23/1983 16:00:00,0.23
12/27/1983 16:00:00,0.23
12/28/1983 16:00:00,0.23
12/29/1983 16:00:00,0.23
12/30/1983 16:00:00,0.23
1/3/1984 16:00:00,0.23
1/4/1984 16:00:00,0.24
1/5/1984 16:00:00,0.25
1/6/1984 16:00:00,0.26
1/9/1984 16:00:00,0.25
1/10/1984 16:00:00,0.24
1/11/1984 16:00:00,0.23
1/12/1984 16:00:00,0.23
1/13/1984 16:00:00,0.23
1/16/1984 16:00:00,0.23
1/17/1984 16:00:00,0.23
1/18/1984 16:00:00,0.23
1/19/1984 16:00:00,0.23
1/20/1984 16:00:00,0.23
1/23/1984 16:00:00,0.23
1/24/1984 16:00:00,0.23
1/25/1984 16:00:00,0.23
1/26/1984 16:00:00,0.23
1/27/1984 16:00:00,0.23
1/30/1984 16:00:00,0.22
1/31/1984 16:00:00,0.22
2/1/1984 16:00:00,0.21
2/2/1984 16:00:00,0.21
2/3/1984 16:00:00,0.21
2/6/1984 16:00:00,0.2
2/7/1984 16:00:00,0.2
2/8/1984 16:00:00,0.19
2/9/1984 16:00:00,0.19
2/10/1984 16:00:00,0.19
2/13/1984 16:00:00,0.18
2/14/1984 16:00:00,0.2
2/15/1984 16:00:00,0.21
2/16/1984 16:00:00,0.2
2/17/1984 16:00:00,0.2
2/21/1984 16:00:00,0.19
2/22/1984 16:00:00,0.19
2/23/1984 16:00:00,0.19
2/24/1984 16:00:00,0.18
2/27/1984 16:00:00,0.19
2/28/1984 16:00:00,0.18
2/29/1984 16:00:00,0.18
3/1/1984 16:00:00,0.18
3/2/1984 16:00:00,0.18
3/5/1984 16:00:00,0.18
3/6/1984 16:00:00,0.19
3/7/1984 16:00:00,0.18
3/8/1984 16:00:00,0.18
3/9/1984 16:00:00,0.18
3/12/1984 16:00:00,0.18
3/13/1984 16:00:00,0.18
3/14/1984 16:00:00,0.19
3/15/1984 16:00:00,0.19
3/16/1984 16:00:00,0.19
3/19/1984 16:00:00,0.19
3/20/1984 16:00:00,0.18
3/21/1984 16:00:00,0.18
3/22/1984 16:00:00,0.18
3/23/1984 16:00:00,0.18
3/26/1984 16:00:00,0.18
3/27/1984 16:00:00,0.18
3/28/1984 16:00:00,0.18
3/29/1984 16:00:00,0.18
3/30/1984 16:00:00,0.18
4/2/1984 16:00:00,0.18
4/3/1984 16:00:00,0.17
4/4/1984 16:00:00,0.17
4/5/1984 16:00:00,0.16
4/6/1984 16:00:00,0.16
4/9/1984 16:00:00,0.16
4/10/1984 16:00:00,0.15
4/11/1984 16:00:00,0.15
4/12/1984 16:00:00,0.15
4/13/1984 16:00:00,0.16
4/16/1984 16:00:00,0.16
4/17/1984 16:00:00,0.16
4/18/1984 16:00:00,0.15
4/19/1984 16:00:00,0.16
4/23/1984 16:00:00,0.16
4/24/1984 16:00:00,0.16
4/25/1984 16:00:00,0.16
4/26/1984 16:00:00,0.16
4/27/1984 16:00:00,0.16
4/30/1984 16:00:00,0.16
5/1/1984 16:00:00,0.16
5/2/1984 16:00:00,0.16
5/3/1984 16:00:00,0.16
5/4/1984 16:00:00,0.16
5/7/1984 16:00:00,0.16
5/8/1984 16:00:00,0.16
5/9/1984 16:00:00,0.17
5/10/1984 16:00:00,0.17
5/11/1984 16:00:00,0.17
5/14/1984 16:00:00,0.17
5/15/1984 16:00:00,0.17
5/16/1984 16:00:00,0.17
5/17/1984 16:00:00,0.17
5/18/1984 16:00:00,0.16
5/21/1984 16:00:00,0.16
5/22/1984 16:00:00,0.16
5/23/1984 16:00:00,0.16
5/24/1984 16:00:00,0.15
5/25/1984 16:00:00,0.16
5/29/1984 16:00:00,0.15
5/30/1984 16:00:00,0.15
5/31/1984 16:00:00,0.15
6/1/1984 16:00:00,0.16
6/4/1984 16:00:00,0.16
6/5/1984 16:00:00,0.15
6/6/1984 16:00:00,0.15
6/7/1984 16:00:00,0.15
6/8/1984 16:00:00,0.16
6/11/1984 16:00:00,0.16
6/12/1984 16:00:00,0.16
6/13/1984 16:00:00,0.16
6/14/1984 16:00:00,0.16
6/15/1984 16:00:00,0.16
6/18/1984 16:00:00,0.16
6/19/1984 16:00:00,0.16
6/20/1984 16:00:00,0.16
6/21/1984 16:00:00,0.16
6/22/1984 16:00:00,0.16
6/25/1984 16:00:00,0.15
6/26/1984 16:00:00,0.15
6/27/1984 16:00:00,0.15
6/28/1984 16:00:00,0.15
6/29/1984 16:00:00,0.16
7/2/1984 16:00:00,0.16
7/3/1984 16:00:00,0.16
7/5/1984 16:00:00,0.16
7/6/1984 16:00:00,0.16
7/9/1984 16:00:00,0.16
7/10/1984 16:00:00,0.16
7/11/1984 16:00:00,0.16
7/12/1984 16:00:00,0.15
7/13/1984 16:00:00,0.15
7/16/1984 16:00:00,0.15
7/17/1984 16:00:00,0.15
7/18/1984 16:00:00,0.14
7/19/1984 16:00:00,0.14
7/20/1984 16:00:00,0.14
7/23/1984 16:00:00,0.13
7/24/1984 16:00:00,0.13
7/25/1984 16:00:00,0.13
7/26/1984 16:00:00,0.13
7/27/1984 16:00:00,0.13
7/30/1984 16:00:00,0.13
7/31/1984 16:00:00,0.13
8/1/1984 16:00:00,0.13
8/2/1984 16:00:00,0.13
8/3/1984 16:00:00,0.13
8/6/1984 16:00:00,0.14
8/7/1984 16:00:00,0.14
8/8/1984 16:00:00,0.15
8/9/1984 16:00:00,0.16
8/10/1984 16:00:00,0.16
8/13/1984 16:00:00,0.16
8/14/1984 16:00:00,0.16
8/15/1984 16:00:00,0.16
8/16/1984 16:00:00,0.16
8/17/1984 16:00:00,0.15
8/20/1984 16:00:00,0.15
8/21/1984 16:00:00,0.16
8/22/1984 16:00:00,0.15
8/23/1984 16:00:00,0.15
8/24/1984 16:00:00,0.15
8/27/1984 16:00:00,0.15
8/28/1984 16:00:00,0.15
8/29/1984 16:00:00,0.16
8/30/1984 16:00:00,0.16
8/31/1984 16:00:00,0.16
9/4/1984 16:00:00,0.16
9/5/1984 16:00:00,0.16
9/6/1984 16:00:00,0.16
9/7/1984 16:00:00,0.16
9/10/1984 16:00:00,0.15
9/11/1984 16:00:00,0.16
9/12/1984 16:00:00,0.16
9/13/1984 16:00:00,0.16
9/14/1984 16:00:00,0.16
9/17/1984 16:00:00,0.15
9/18/1984 16:00:00,0.15
9/19/1984 16:00:00,0.15
9/20/1984 16:00:00,0.14
9/21/1984 16:00:00,0.14
9/24/1984 16:00:00,0.14
9/25/1984 16:00:00,0.14
9/26/1984 16:00:00,0.14
9/27/1984 16:00:00,0.14
9/28/1984 16:00:00,0.14
10/1/1984 16:00:00,0.14
10/2/1984 16:00:00,0.14
10/3/1984 16:00:00,0.14
10/4/1984 16:00:00,0.13
10/5/1984 16:00:00,0.13
10/8/1984 16:00:00,0.13
10/9/1984 16:00:00,0.13
10/10/1984 16:00:00,0.13
10/11/1984 16:00:00,0.13
10/12/1984 16:00:00,0.13
10/15/1984 16:00:00,0.13
10/16/1984 16:00:00,0.13
10/17/1984 16:00:00,0.13
10/18/1984 16:00:00,0.13
10/19/1984 16:00:00,0.13
10/22/1984 16:00:00,0.13
10/23/1984 16:00:00,0.13
10/24/1984 16:00:00,0.12
10/25/1984 16:00:00,0.12
10/26/1984 16:00:00,0.12
10/29/1984 16:00:00,0.12
10/30/1984 16:00:00,0.12
10/31/1984 16:00:00,0.11
11/1/1984 16:00:00,0.11
11/2/1984 16:00:00,0.11
11/5/1984 16:00:00,0.11
11/6/1984 16:00:00,0.12
11/7/1984 16:00:00,0.11
11/8/1984 16:00:00,0.11
11/9/1984 16:00:00,0.11
11/12/1984 16:00:00,0.11
11/13/1984 16:00:00,0.11
11/14/1984 16:00:00,0.11
11/15/1984 16:00:00,0.11
11/16/1984 16:00:00,0.11
11/19/1984 16:00:00,0.11
11/20/1984 16:00:00,0.11
11/21/1984 16:00:00,0.11
11/23/1984 16:00:00,0.12
11/26/1984 16:00:00,0.12
11/27/1984 16:00:00,0.12
11/28/1984 16:00:00,0.12
11/29/1984 16:00:00,0.12
11/30/1984 16:00:00,0.12
12/3/1984 16:00:00,0.12
12/4/1984 16:00:00,0.12
12/5/1984 16:00:00,0.12
12/6/1984 16:00:00,0.12
12/7/1984 16:00:00,0.12
12/10/1984 16:00:00,0.12
12/11/1984 16:00:00,0.12
12/12/1984 16:00:00,0.11
12/13/1984 16:00:00,0.12
12/14/1984 16:00:00,0.12
